	handle	page_n	ne	type_ne	crossref_doi	crossref_phrase	pdf_phrase	funder
1278	10419/197087	21	Research Programme for Sustainable Development		'10.13039/501100007204'	'International Development Research Centre'	 The Global to Local Caribbean Climate Change Adaptation and Mitigation Scenarios (GoLoCarSce) research project was partially funded (Contract Number: FED/2011/281-134) by the European Union-African, Caribbean and Pacific (ACP) Research Programme for Sustainable Development (CP-RSD). Further funding was provided by the International Development Research Centre (IDRC) under the Sustainable Water Management under Climate Change in Small Island States of the Caribbean Grant 107096-001. The results can under no circumstances be regarded as reflecting the position of the European Union or IDRC.	Y
1279	10419/197087	21	Sustainable Water Management		'10.13039/501100007204'	'International Development Research Centre'	 The Global to Local Caribbean Climate Change Adaptation and Mitigation Scenarios (GoLoCarSce) research project was partially funded (Contract Number: FED/2011/281-134) by the European Union-African, Caribbean and Pacific (ACP) Research Programme for Sustainable Development (CP-RSD). Further funding was provided by the International Development Research Centre (IDRC) under the Sustainable Water Management under Climate Change in Small Island States of the Caribbean Grant 107096-001. The results can under no circumstances be regarded as reflecting the position of the European Union or IDRC.	Y
1280	10419/197087	21	Climate Change		'10.13039/501100007204'	'International Development Research Centre'	 The Global to Local Caribbean Climate Change Adaptation and Mitigation Scenarios (GoLoCarSce) research project was partially funded (Contract Number: FED/2011/281-134) by the European Union-African, Caribbean and Pacific (ACP) Research Programme for Sustainable Development (CP-RSD). Further funding was provided by the International Development Research Centre (IDRC) under the Sustainable Water Management under Climate Change in Small Island States of the Caribbean Grant 107096-001. The results can under no circumstances be regarded as reflecting the position of the European Union or IDRC.	Y
1281	10419/197087	21	Caribbean Grant		'10.13039/501100007204'	'International Development Research Centre'	 The Global to Local Caribbean Climate Change Adaptation and Mitigation Scenarios (GoLoCarSce) research project was partially funded (Contract Number: FED/2011/281-134) by the European Union-African, Caribbean and Pacific (ACP) Research Programme for Sustainable Development (CP-RSD). Further funding was provided by the International Development Research Centre (IDRC) under the Sustainable Water Management under Climate Change in Small Island States of the Caribbean Grant 107096-001. The results can under no circumstances be regarded as reflecting the position of the European Union or IDRC.	Y
1282	10419/197087	21	Contract Number		'10.13039/501100007204'	'International Development Research Centre'	 The Global to Local Caribbean Climate Change Adaptation and Mitigation Scenarios (GoLoCarSce) research project was partially funded (Contract Number: FED/2011/281-134) by the European Union-African, Caribbean and Pacific (ACP) Research Programme for Sustainable Development (CP-RSD). Further funding was provided by the International Development Research Centre (IDRC) under the Sustainable Water Management under Climate Change in Small Island States of the Caribbean Grant 107096-001. The results can under no circumstances be regarded as reflecting the position of the European Union or IDRC.	Y
1283	10419/197087	21	ACP		'10.13039/501100007204'	'International Development Research Centre'	 The Global to Local Caribbean Climate Change Adaptation and Mitigation Scenarios (GoLoCarSce) research project was partially funded (Contract Number: FED/2011/281-134) by the European Union-African, Caribbean and Pacific (ACP) Research Programme for Sustainable Development (CP-RSD). Further funding was provided by the International Development Research Centre (IDRC) under the Sustainable Water Management under Climate Change in Small Island States of the Caribbean Grant 107096-001. The results can under no circumstances be regarded as reflecting the position of the European Union or IDRC.	Y
1284	10419/197087	21	RSD		'10.13039/501100007204'	'International Development Research Centre'	 The Global to Local Caribbean Climate Change Adaptation and Mitigation Scenarios (GoLoCarSce) research project was partially funded (Contract Number: FED/2011/281-134) by the European Union-African, Caribbean and Pacific (ACP) Research Programme for Sustainable Development (CP-RSD). Further funding was provided by the International Development Research Centre (IDRC) under the Sustainable Water Management under Climate Change in Small Island States of the Caribbean Grant 107096-001. The results can under no circumstances be regarded as reflecting the position of the European Union or IDRC.	Y
1285	10419/197087	21	Grant 107096-001		'10.13039/501100007204'	'International Development Research Centre'	 The Global to Local Caribbean Climate Change Adaptation and Mitigation Scenarios (GoLoCarSce) research project was partially funded (Contract Number: FED/2011/281-134) by the European Union-African, Caribbean and Pacific (ACP) Research Programme for Sustainable Development (CP-RSD). Further funding was provided by the International Development Research Centre (IDRC) under the Sustainable Water Management under Climate Change in Small Island States of the Caribbean Grant 107096-001. The results can under no circumstances be regarded as reflecting the position of the European Union or IDRC.	Y
1286	10419/197087	21	IDRC		'10.13039/501100007204'	'International Development Research Centre'	 The Global to Local Caribbean Climate Change Adaptation and Mitigation Scenarios (GoLoCarSce) research project was partially funded (Contract Number: FED/2011/281-134) by the European Union-African, Caribbean and Pacific (ACP) Research Programme for Sustainable Development (CP-RSD). Further funding was provided by the International Development Research Centre (IDRC) under the Sustainable Water Management under Climate Change in Small Island States of the Caribbean Grant 107096-001. The results can under no circumstances be regarded as reflecting the position of the European Union or IDRC.	Y
1287	10419/197099	12	generous support of USDA		'10.13039/100000199'	'U.S. Department of Agriculture'	The authors acknowledge the generous support of USDA and USAID via the cooperative agreement grant TA-CA-15-008-01.	Y
1288	10419/197099	12	TA - CA-15 - 008		'10.13039/100000199'	'U.S. Department of Agriculture'	The authors acknowledge the generous support of USDA and USAID via the cooperative agreement grant TA-CA-15-008-01.	Y
1289	10419/197099	12	grant TA-CA-15-008-01		'10.13039/100000199'	'U.S. Department of Agriculture'	The authors acknowledge the generous support of USDA and USAID via the cooperative agreement grant TA-CA-15-008-01.	Y
1290	10419/197099	12	USDA		'10.13039/100000199'	'U.S. Department of Agriculture'	The authors acknowledge the generous support of USDA and USAID via the cooperative agreement grant TA-CA-15-008-01.	Y
1291	10419/197099	12	USAID		'10.13039/100000199'	'U.S. Department of Agriculture'	The authors acknowledge the generous support of USDA and USAID via the cooperative agreement grant TA-CA-15-008-01.	Y
1292	10419/197224	9	JSPS KAKENHI Grant Numbers		'10.13039/501100001691', '10.13039/501100003478'	'Japan Society for the Promotion of Science', 'Ministry of Health, Labour and Welfare', 'ImPACT program of Cabinet Office, Government of Japan'	This research is funded by JSPS KAKENHI Grant Numbers 15 J03333 and 15 K03508, and grants from the Ministry of Health, Labour and Welfare, Japan (H27-Policy- Strategic-011), and Actualize Energetic Life by Creating Brain Information Industries of ImPACT program of Cabinet Office, Government of Japan.	Y
1293	10419/197224	9	Brain Information Industries of ImPACT		'10.13039/501100001691', '10.13039/501100003478'	'Japan Society for the Promotion of Science', 'Ministry of Health, Labour and Welfare', 'ImPACT program of Cabinet Office, Government of Japan'	This research is funded by JSPS KAKENHI Grant Numbers 15 J03333 and 15 K03508, and grants from the Ministry of Health, Labour and Welfare, Japan (H27-Policy- Strategic-011), and Actualize Energetic Life by Creating Brain Information Industries of ImPACT program of Cabinet Office, Government of Japan.	Y
1294	10419/197224	9	Cabinet Office		'10.13039/501100001691', '10.13039/501100003478'	'Japan Society for the Promotion of Science', 'Ministry of Health, Labour and Welfare', 'ImPACT program of Cabinet Office, Government of Japan'	This research is funded by JSPS KAKENHI Grant Numbers 15 J03333 and 15 K03508, and grants from the Ministry of Health, Labour and Welfare, Japan (H27-Policy- Strategic-011), and Actualize Energetic Life by Creating Brain Information Industries of ImPACT program of Cabinet Office, Government of Japan.	Y
1295	10419/197224	9	Grant N		'10.13039/501100001691', '10.13039/501100003478'	'Japan Society for the Promotion of Science', 'Ministry of Health, Labour and Welfare', 'ImPACT program of Cabinet Office, Government of Japan'	This research is funded by JSPS KAKENHI Grant Numbers 15 J03333 and 15 K03508, and grants from the Ministry of Health, Labour and Welfare, Japan (H27-Policy- Strategic-011), and Actualize Energetic Life by Creating Brain Information Industries of ImPACT program of Cabinet Office, Government of Japan.	Y
1296	10419/197224	9	JSPS		'10.13039/501100001691', '10.13039/501100003478'	'Japan Society for the Promotion of Science', 'Ministry of Health, Labour and Welfare', 'ImPACT program of Cabinet Office, Government of Japan'	This research is funded by JSPS KAKENHI Grant Numbers 15 J03333 and 15 K03508, and grants from the Ministry of Health, Labour and Welfare, Japan (H27-Policy- Strategic-011), and Actualize Energetic Life by Creating Brain Information Industries of ImPACT program of Cabinet Office, Government of Japan.	Y
1297	10419/197224	9	KAKENHI		'10.13039/501100001691', '10.13039/501100003478'	'Japan Society for the Promotion of Science', 'Ministry of Health, Labour and Welfare', 'ImPACT program of Cabinet Office, Government of Japan'	This research is funded by JSPS KAKENHI Grant Numbers 15 J03333 and 15 K03508, and grants from the Ministry of Health, Labour and Welfare, Japan (H27-Policy- Strategic-011), and Actualize Energetic Life by Creating Brain Information Industries of ImPACT program of Cabinet Office, Government of Japan.	Y
1298	10419/197224	9	PACT		'10.13039/501100001691', '10.13039/501100003478'	'Japan Society for the Promotion of Science', 'Ministry of Health, Labour and Welfare', 'ImPACT program of Cabinet Office, Government of Japan'	This research is funded by JSPS KAKENHI Grant Numbers 15 J03333 and 15 K03508, and grants from the Ministry of Health, Labour and Welfare, Japan (H27-Policy- Strategic-011), and Actualize Energetic Life by Creating Brain Information Industries of ImPACT program of Cabinet Office, Government of Japan.	Y
1299	10419/197226	10	Vitality Institute		'10.13039/100000049'	'National Institute on Aging', 'The Vitality Institute'	This research was supported by the Vitality Institute and the National Institute of Aging.	Y
1300	10419/197226	10	National Institute of Aging		'10.13039/100000049'	'National Institute on Aging', 'The Vitality Institute'	This research was supported by the Vitality Institute and the National Institute of Aging.	Y
1301	10419/197229	10	Hans Frisch Foundation			'Hans Frisch Foundation, University Erlangen Nuremberg'	This study was partly financed by the Hans Frisch Foundation at the Friedrich Alexander University of Erlangen, Nuremberg.	Y
1302	10419/197229	10	Friedrich Alexander University of Erlangen			'Hans Frisch Foundation, University Erlangen Nuremberg'	This study was partly financed by the Hans Frisch Foundation at the Friedrich Alexander University of Erlangen, Nuremberg.	Y
1303	10419/197231	8	CEA			'MITACS Accelerate Program'	The MITACS Accelerate Program (funding by the Federal Government and Proteocyte Diagnostic Inc) supported this research. The funders head no role in any aspect of this study.	Y
1304	10419/197231	8	MITACS			'MITACS Accelerate Program'	The MITACS Accelerate Program (funding by the Federal Government and Proteocyte Diagnostic Inc) supported this research. The funders head no role in any aspect of this study.	Y
1305	10419/197232	8	Providing minimal therapy support		'10.13039/501100000381'	'Multiple Sclerosis Society'	This paper summarises independent research funded by the MS Society in the UK (award number 872/07). 	Y
1306	10419/197232	8	Health and Care Excellence		'10.13039/501100000381'	'Multiple Sclerosis Society'	This paper summarises independent research funded by the MS Society in the UK (award number 872/07). 	Y
1307	10419/197232	8	College London		'10.13039/501100000381'	'Multiple Sclerosis Society'	This paper summarises independent research funded by the MS Society in the UK (award number 872/07). 	Y
1308	10419/197232	8	MS Society		'10.13039/501100000381'	'Multiple Sclerosis Society'	This paper summarises independent research funded by the MS Society in the UK (award number 872/07). 	Y
1309	10419/197235	11	Slovak Republic		'10.13039/501100003194'	'Agentúra Ministerstva školstva, vedy, výskumu a športu SR'	The Scientific Grant Agency of the Ministry of Education, Science, Research and Sport of the Slovak Republic and the Slovak Academy of Sciences project 1/0945/17 Research of the economic quantification of marketing processes aimed at increasing the value for the patient, multi-dimensional analyses of the marketing mix of health facilities and quantification of their importance in the process of establishing a system to measure the quality and effectiveness of health system in the Slovak Republic.	Y
1310	10419/197236	5	Shiraz University of Medical Science		'10.13039/501100004320'	'Shiraz University of Medical Sciences'	This study was supported by Shiraz University of Medical Science (grant no. 92–01–21-7009).	Y
1311	10419/197236	5	grant No.92–01–21-7009		'10.13039/501100004320'	'Shiraz University of Medical Sciences'	This study was supported by Shiraz University of Medical Science (grant no. 92–01–21-7009).	Y
1312	10419/197239	9	Swiss Federal Commission for Technology			'CTI Commission of Technology and Innovation Switzerland'	This study was funded by the Swiss Federal Commission for Technology and Innovation (grant number KTI-Nr. 16978.1 PFES-ES) and by Compliant Concept, a private company. 	Y
1313	10419/197239	9	KTI - Nr			'CTI Commission of Technology and Innovation Switzerland'	This study was funded by the Swiss Federal Commission for Technology and Innovation (grant number KTI-Nr. 16978.1 PFES-ES) and by Compliant Concept, a private company. 	Y
1314	10419/197239	9	grant No.KTI-N			'CTI Commission of Technology and Innovation Switzerland'	This study was funded by the Swiss Federal Commission for Technology and Innovation (grant number KTI-Nr. 16978.1 PFES-ES) and by Compliant Concept, a private company. 	Y
1315	10419/197240	14	European Commission		'10.13039/501100007601'	'Horizon 2020'	This research is part of the Work Package 4 of the SENSE-Cog project, which has received funding from the European Union’s Horizon 2020 research and innovation programme under grant agreement no. 668648. 	Y
1316	10419/197240	14	German Ministry of Education		'10.13039/501100007601'	'Horizon 2020'	This research is part of the Work Package 4 of the SENSE-Cog project, which has received funding from the European Union’s Horizon 2020 research and innovation programme under grant agreement no. 668648. 	Y
1317	10419/197240	14	Work Package		'10.13039/501100007601'	'Horizon 2020'	This research is part of the Work Package 4 of the SENSE-Cog project, which has received funding from the European Union’s Horizon 2020 research and innovation programme under grant agreement no. 668648. 	Y
1318	10419/197240	14	SENSE - Cog project		'10.13039/501100007601'	'Horizon 2020'	This research is part of the Work Package 4 of the SENSE-Cog project, which has received funding from the European Union’s Horizon 2020 research and innovation programme under grant agreement no. 668648. 	Y
1319	10419/197240	14	European Union ’s Horizon 2020 research and innovation programme		'10.13039/501100007601'	'Horizon 2020'	This research is part of the Work Package 4 of the SENSE-Cog project, which has received funding from the European Union’s Horizon 2020 research and innovation programme under grant agreement no. 668648. 	Y
1320	10419/197240	14	grant agreement No.668648		'10.13039/501100007601'	'Horizon 2020'	This research is part of the Work Package 4 of the SENSE-Cog project, which has received funding from the European Union’s Horizon 2020 research and innovation programme under grant agreement no. 668648. 	Y
1321	10419/197240	14	SHARE website		'10.13039/501100007601'	'Horizon 2020'	This research is part of the Work Package 4 of the SENSE-Cog project, which has received funding from the European Union’s Horizon 2020 research and innovation programme under grant agreement no. 668648. 	Y
1322	10419/197240	14	SHARE		'10.13039/501100007601'	'Horizon 2020'	This research is part of the Work Package 4 of the SENSE-Cog project, which has received funding from the European Union’s Horizon 2020 research and innovation programme under grant agreement no. 668648. 	Y
1323	10419/197240	14	grant agreement No.668648		'10.13039/501100007601'	'Horizon 2020'	This research is part of the Work Package 4 of the SENSE-Cog project, which has received funding from the European Union’s Horizon 2020 research and innovation programme under grant agreement no. 668648. 	Y
1324	10419/197241	7	Water Source			'Noguchi Memorial Institute for Medical Research; Postdoctoral Office'	"A grant was won by the lead author from the Noguchi Memorial Institute for Medical Research, Legon Ghana. This grant was to aid data collection and was not conditioned to influence the design, collection of data, analysis, interpretation and writing of manuscript.
This funding was provided under the Post-Doctoral Office of Sponsored Research which gives an annual grant to master students to support and aid quality research and mitigate financial constraints."	Y
1325	10419/197241	7	Log likelihood			'Noguchi Memorial Institute for Medical Research; Postdoctoral Office'	"A grant was won by the lead author from the Noguchi Memorial Institute for Medical Research, Legon Ghana. This grant was to aid data collection and was not conditioned to influence the design, collection of data, analysis, interpretation and writing of manuscript.
This funding was provided under the Post-Doctoral Office of Sponsored Research which gives an annual grant to master students to support and aid quality research and mitigate financial constraints."	Y
1326	10419/197241	7	Noguchi Memorial Institute for Medical Research for financial support			'Noguchi Memorial Institute for Medical Research; Postdoctoral Office'	"A grant was won by the lead author from the Noguchi Memorial Institute for Medical Research, Legon Ghana. This grant was to aid data collection and was not conditioned to influence the design, collection of data, analysis, interpretation and writing of manuscript.
This funding was provided under the Post-Doctoral Office of Sponsored Research which gives an annual grant to master students to support and aid quality research and mitigate financial constraints."	Y
1327	10419/197241	7	Post - doctoral office			'Noguchi Memorial Institute for Medical Research; Postdoctoral Office'	"A grant was won by the lead author from the Noguchi Memorial Institute for Medical Research, Legon Ghana. This grant was to aid data collection and was not conditioned to influence the design, collection of data, analysis, interpretation and writing of manuscript.
This funding was provided under the Post-Doctoral Office of Sponsored Research which gives an annual grant to master students to support and aid quality research and mitigate financial constraints."	Y
1328	10419/197241	7	Noguchi Memorial Institute for Medical Research			'Noguchi Memorial Institute for Medical Research; Postdoctoral Office'	"A grant was won by the lead author from the Noguchi Memorial Institute for Medical Research, Legon Ghana. This grant was to aid data collection and was not conditioned to influence the design, collection of data, analysis, interpretation and writing of manuscript.
This funding was provided under the Post-Doctoral Office of Sponsored Research which gives an annual grant to master students to support and aid quality research and mitigate financial constraints."	Y
1329	10419/197241	7	Post - Doctoral Office of Sponsored Research			'Noguchi Memorial Institute for Medical Research; Postdoctoral Office'	"A grant was won by the lead author from the Noguchi Memorial Institute for Medical Research, Legon Ghana. This grant was to aid data collection and was not conditioned to influence the design, collection of data, analysis, interpretation and writing of manuscript.
This funding was provided under the Post-Doctoral Office of Sponsored Research which gives an annual grant to master students to support and aid quality research and mitigate financial constraints."	Y
1330	10419/197241	7	NHIS			'Noguchi Memorial Institute for Medical Research; Postdoctoral Office'	"A grant was won by the lead author from the Noguchi Memorial Institute for Medical Research, Legon Ghana. This grant was to aid data collection and was not conditioned to influence the design, collection of data, analysis, interpretation and writing of manuscript.
This funding was provided under the Post-Doctoral Office of Sponsored Research which gives an annual grant to master students to support and aid quality research and mitigate financial constraints."	Y
1331	10419/197245	6	Novo Nordisk		'10.13039/501100004191'	'Novo Nordisk'	This study was funded by Novo Nordisk.	Y
1332	10419/197246	17	Health and Care Excellence			'Policy Research Programme, Department of Health (UK'	This in an independent research commissioned and funded by the Policy Research Programme in the Department of Health (reference 006/0060).	Y
1333	10419/197246	17	Public Policy Acknowledgments			'Policy Research Programme, Department of Health (UK'	This in an independent research commissioned and funded by the Policy Research Programme in the Department of Health (reference 006/0060).	Y
1334	10419/197246	17	Policy Research Programme			'Policy Research Programme, Department of Health (UK'	This in an independent research commissioned and funded by the Policy Research Programme in the Department of Health (reference 006/0060).	Y
1335	10419/197246	17	Wales Assembly Government			'Policy Research Programme, Department of Health (UK'	This in an independent research commissioned and funded by the Policy Research Programme in the Department of Health (reference 006/0060).	Y
1336	10419/197246	17	Health and Care Research Wales			'Policy Research Programme, Department of Health (UK'	This in an independent research commissioned and funded by the Policy Research Programme in the Department of Health (reference 006/0060).	Y
1337	10419/197246	17	FNP			'Policy Research Programme, Department of Health (UK'	This in an independent research commissioned and funded by the Policy Research Programme in the Department of Health (reference 006/0060).	Y
1338	10419/197246	17	SEWTU			'Policy Research Programme, Department of Health (UK'	This in an independent research commissioned and funded by the Policy Research Programme in the Department of Health (reference 006/0060).	Y
1339	10419/197250	10	VEGA Project		'10.13039/501100006109'	'Vedecká Grantová Agentúra MŠVVaŠ SR a SAV'	VEGA Project No. 1/0945/17 - Scientific Grant Agency of the Ministry of Education, science, research and sport of the Slovak Republic and the Slovak Academy of Sciences.	Y
1340	10419/197250	10	No.1/0945/17 Economic research on quantif		'10.13039/501100006109'	'Vedecká Grantová Agentúra MŠVVaŠ SR a SAV'	VEGA Project No. 1/0945/17 - Scientific Grant Agency of the Ministry of Education, science, research and sport of the Slovak Republic and the Slovak Academy of Sciences.	Y
1341	10419/197250	10	Slovak Republic for its cooperation		'10.13039/501100006109'	'Vedecká Grantová Agentúra MŠVVaŠ SR a SAV'	VEGA Project No. 1/0945/17 - Scientific Grant Agency of the Ministry of Education, science, research and sport of the Slovak Republic and the Slovak Academy of Sciences.	Y
1342	10419/197250	10	VEGA		'10.13039/501100006109'	'Vedecká Grantová Agentúra MŠVVaŠ SR a SAV'	VEGA Project No. 1/0945/17 - Scientific Grant Agency of the Ministry of Education, science, research and sport of the Slovak Republic and the Slovak Academy of Sciences.	Y
1343	10419/197254	9	European Union		'10.13039/501100000780'	'European Union'	This work was supported by the European Union [527658 – LLP-1-2012-1- DE-ERASMUS-ESMO]. Henrike Schulze, Marisa Nacke and Catarina Hadamitzky were co-financed by this institution. This study presents the work of inde- pendent scientists and does not necessarily reflect the views of the European Commission or its services.	Y
1344	10419/197255	10	DFG		'10.13039/501100001659'	'Deutsche Forschungsgemeinschaft'	The research project was supported by the German Research Foundation (DFG) via the research training group 1644 “Scaling Problems in Statistics”.	Y
1345	10419/197257	7	Merck KGaA			'Merck BV, the Netherlands, an affiliate of Merck KGaA, Darmstadt, Germany.'	This study was a local study funded by Merck BV, the Netherlands, an affiliate of Merck KGaA, Darmstadt, Germany.	Y
1346	10419/197257	7	Merck BV			'Merck BV, the Netherlands, an affiliate of Merck KGaA, Darmstadt, Germany.'	This study was a local study funded by Merck BV, the Netherlands, an affiliate of Merck KGaA, Darmstadt, Germany.	Y
1347	10419/197258	8	8 of 8 Funding			'JSPS Kakenhi Grant', 'The Focused Research of Osaka Sangyo University', 'JSPS Kakenhi Grant', 'The Focused Research of Osaka Sangyo University'	This work was partly supported by JSPS Kakenhi Grant Number 17KO3637 (Fujii) 26705004 (Osaki) and The Focused Research of Osaka Sangyo University (Fujii and Osaki).	Y
1348	10419/197258	8	Focused Research of Osaka Sangyo University			'JSPS Kakenhi Grant', 'The Focused Research of Osaka Sangyo University', 'JSPS Kakenhi Grant', 'The Focused Research of Osaka Sangyo University'	This work was partly supported by JSPS Kakenhi Grant Number 17KO3637 (Fujii) 26705004 (Osaki) and The Focused Research of Osaka Sangyo University (Fujii and Osaki).	Y
1349	10419/197258	8	Grant No.17KO3637			'JSPS Kakenhi Grant', 'The Focused Research of Osaka Sangyo University', 'JSPS Kakenhi Grant', 'The Focused Research of Osaka Sangyo University'	This work was partly supported by JSPS Kakenhi Grant Number 17KO3637 (Fujii) 26705004 (Osaki) and The Focused Research of Osaka Sangyo University (Fujii and Osaki).	Y
1350	10419/197258	8	JSPS			'JSPS Kakenhi Grant', 'The Focused Research of Osaka Sangyo University', 'JSPS Kakenhi Grant', 'The Focused Research of Osaka Sangyo University'	This work was partly supported by JSPS Kakenhi Grant Number 17KO3637 (Fujii) 26705004 (Osaki) and The Focused Research of Osaka Sangyo University (Fujii and Osaki).	Y
1351	10419/197260	7	VEGA Project No.1/0846/18		'10.13039/501100003193'	'Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky'	This study was funded by the VEGA Project No. 1/0846/18: “Evaluation of the efficiency of public procurement of selected commodities in healthcare facilities in the Slovak Republic” from The Ministry of Education, Science, Research and Sport of the Slovak Republic.	Y
1352	10419/197260	7	Slovak Republic		'10.13039/501100003193'	'Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky'	This study was funded by the VEGA Project No. 1/0846/18: “Evaluation of the efficiency of public procurement of selected commodities in healthcare facilities in the Slovak Republic” from The Ministry of Education, Science, Research and Sport of the Slovak Republic.	Y
1353	10419/197260	7	National Health Information Center of Slovakia		'10.13039/501100003193'	'Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky'	This study was funded by the VEGA Project No. 1/0846/18: “Evaluation of the efficiency of public procurement of selected commodities in healthcare facilities in the Slovak Republic” from The Ministry of Education, Science, Research and Sport of the Slovak Republic.	Y
1354	10419/197260	7	VEGA		'10.13039/501100003193'	'Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky'	This study was funded by the VEGA Project No. 1/0846/18: “Evaluation of the efficiency of public procurement of selected commodities in healthcare facilities in the Slovak Republic” from The Ministry of Education, Science, Research and Sport of the Slovak Republic.	Y
1355	10419/197261	9	Netherlands organization for international co			'Netherlands Fellowship Programme'	This manuscript is a product of a study financed by the Netherlands organization for international co-operation in higher education (NUFFIC) through the Netherlands Fellowship Programme (NFP).	Y
1356	10419/197261	9	Netherlands Fellowship Programme			'Netherlands Fellowship Programme'	This manuscript is a product of a study financed by the Netherlands organization for international co-operation in higher education (NUFFIC) through the Netherlands Fellowship Programme (NFP).	Y
1357	10419/197261	9	NUFFIC			'Netherlands Fellowship Programme'	This manuscript is a product of a study financed by the Netherlands organization for international co-operation in higher education (NUFFIC) through the Netherlands Fellowship Programme (NFP).	Y
1358	10419/197261	9	NFP			'Netherlands Fellowship Programme'	This manuscript is a product of a study financed by the Netherlands organization for international co-operation in higher education (NUFFIC) through the Netherlands Fellowship Programme (NFP).	Y
1359	10419/197262	9	Eli Lilly		'10.13039/100006676'	'Lilly Deutschland'	This work was supported by Eli Lilly and Company, who played a role in the design of the study; collection, analysis and interpretation of the data; and preparation, review, and approval of the manuscript.	Y
1360	10419/197267	10	Medical Products		'10.13039/100007013'	'F. Hoffmann-La Roche'	Medical writing services were provided by nspm ltd, Meggen, Switzerland, with financial support from Roche Pharma AG.	Y
1361	10419/197267	10	Statutory Health Insurance Funds		'10.13039/100007013'	'F. Hoffmann-La Roche'	Medical writing services were provided by nspm ltd, Meggen, Switzerland, with financial support from Roche Pharma AG.	Y
1362	10419/197267	10	Health and Care Excellence		'10.13039/100007013'	'F. Hoffmann-La Roche'	Medical writing services were provided by nspm ltd, Meggen, Switzerland, with financial support from Roche Pharma AG.	Y
1363	10419/197267	10	Roche Pharma AG		'10.13039/100007013'	'F. Hoffmann-La Roche'	Medical writing services were provided by nspm ltd, Meggen, Switzerland, with financial support from Roche Pharma AG.	Y
1364	10419/197267	10	Roche Pharma AG for medical writing services		'10.13039/100007013'	'F. Hoffmann-La Roche'	Medical writing services were provided by nspm ltd, Meggen, Switzerland, with financial support from Roche Pharma AG.	Y
1365	10419/197267	10	DOCX		'10.13039/100007013'	'F. Hoffmann-La Roche'	Medical writing services were provided by nspm ltd, Meggen, Switzerland, with financial support from Roche Pharma AG.	Y
1366	10419/197267	10	GKV		'10.13039/100007013'	'F. Hoffmann-La Roche'	Medical writing services were provided by nspm ltd, Meggen, Switzerland, with financial support from Roche Pharma AG.	Y
1367	10419/197267	10	SMN		'10.13039/100007013'	'F. Hoffmann-La Roche'	Medical writing services were provided by nspm ltd, Meggen, Switzerland, with financial support from Roche Pharma AG.	Y
1368	10419/197271	12	Symptomatic Prostate Cancer		'10.13039/501100003194'	'Agentúra Ministerstva Školstva, Vedy, Výskumu a Športu SR'	The Scientific Grant Agency of the Ministry of Education, Science, Research and Sport of the Slovak Republic - Project VEGA No. 1/0846/18: “Evaluation of the efficiency of public procurement of selected commodities in healthcare facilities in the Slovak Republic”.	Y
1369	10419/197271	12	Health Technology Assessment		'10.13039/501100003194'	'Agentúra Ministerstva Školstva, Vedy, Výskumu a Športu SR'	The Scientific Grant Agency of the Ministry of Education, Science, Research and Sport of the Slovak Republic - Project VEGA No. 1/0846/18: “Evaluation of the efficiency of public procurement of selected commodities in healthcare facilities in the Slovak Republic”.	Y
1370	10419/197271	12	High - performance liquid chromatography		'10.13039/501100003194'	'Agentúra Ministerstva Školstva, Vedy, Výskumu a Športu SR'	The Scientific Grant Agency of the Ministry of Education, Science, Research and Sport of the Slovak Republic - Project VEGA No. 1/0846/18: “Evaluation of the efficiency of public procurement of selected commodities in healthcare facilities in the Slovak Republic”.	Y
1371	10419/197271	12	Slovak Republic		'10.13039/501100003194'	'Agentúra Ministerstva Školstva, Vedy, Výskumu a Športu SR'	The Scientific Grant Agency of the Ministry of Education, Science, Research and Sport of the Slovak Republic - Project VEGA No. 1/0846/18: “Evaluation of the efficiency of public procurement of selected commodities in healthcare facilities in the Slovak Republic”.	Y
1372	10419/197271	12	Slovak Republic Project VEGA No.1/0846/18		'10.13039/501100003194'	'Agentúra Ministerstva Školstva, Vedy, Výskumu a Športu SR'	The Scientific Grant Agency of the Ministry of Education, Science, Research and Sport of the Slovak Republic - Project VEGA No. 1/0846/18: “Evaluation of the efficiency of public procurement of selected commodities in healthcare facilities in the Slovak Republic”.	Y
1373	10419/197271	12	Grant A		'10.13039/501100003194'	'Agentúra Ministerstva Školstva, Vedy, Výskumu a Športu SR'	The Scientific Grant Agency of the Ministry of Education, Science, Research and Sport of the Slovak Republic - Project VEGA No. 1/0846/18: “Evaluation of the efficiency of public procurement of selected commodities in healthcare facilities in the Slovak Republic”.	Y
1374	10419/197271	12	ECOG		'10.13039/501100003194'	'Agentúra Ministerstva Školstva, Vedy, Výskumu a Športu SR'	The Scientific Grant Agency of the Ministry of Education, Science, Research and Sport of the Slovak Republic - Project VEGA No. 1/0846/18: “Evaluation of the efficiency of public procurement of selected commodities in healthcare facilities in the Slovak Republic”.	Y
